,name_en,text,type
1707,Mad Pumpkin Head Ashes +1,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a mad pumpkin head.

Spirit of a mad soldier with a large, brawny physique.
Though he has stifled his panic within the dark confines of his helmet, he rampages as if driven mad when agitated by bloodshed or the humming of insects.
This mad soldier is all that is left of a broken gladiator. Summons mad pumpkin head spirit",goods
1708,Mad Pumpkin Head Ashes +2,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a mad pumpkin head.

Spirit of a mad soldier with a large, brawny physique.
Though he has stifled his panic within the dark confines of his helmet, he rampages as if driven mad when agitated by bloodshed or the humming of insects.
This mad soldier is all that is left of a broken gladiator. Summons mad pumpkin head spirit",goods
1709,Mad Pumpkin Head Ashes +3,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a mad pumpkin head.

Spirit of a mad soldier with a large, brawny physique.
Though he has stifled his panic within the dark confines of his helmet, he rampages as if driven mad when agitated by bloodshed or the humming of insects.
This mad soldier is all that is left of a broken gladiator. Summons mad pumpkin head spirit",goods
1710,Mad Pumpkin Head Ashes +4,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a mad pumpkin head.

Spirit of a mad soldier with a large, brawny physique.
Though he has stifled his panic within the dark confines of his helmet, he rampages as if driven mad when agitated by bloodshed or the humming of insects.
This mad soldier is all that is left of a broken gladiator. Summons mad pumpkin head spirit",goods
1711,Mad Pumpkin Head Ashes +5,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a mad pumpkin head.

Spirit of a mad soldier with a large, brawny physique.
Though he has stifled his panic within the dark confines of his helmet, he rampages as if driven mad when agitated by bloodshed or the humming of insects.
This mad soldier is all that is left of a broken gladiator. Summons mad pumpkin head spirit",goods
1712,Mad Pumpkin Head Ashes +6,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a mad pumpkin head.

Spirit of a mad soldier with a large, brawny physique.
Though he has stifled his panic within the dark confines of his helmet, he rampages as if driven mad when agitated by bloodshed or the humming of insects.
This mad soldier is all that is left of a broken gladiator. Summons mad pumpkin head spirit",goods
1713,Mad Pumpkin Head Ashes +7,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a mad pumpkin head.

Spirit of a mad soldier with a large, brawny physique.
Though he has stifled his panic within the dark confines of his helmet, he rampages as if driven mad when agitated by bloodshed or the humming of insects.
This mad soldier is all that is left of a broken gladiator. Summons mad pumpkin head spirit",goods
1714,Mad Pumpkin Head Ashes +8,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a mad pumpkin head.

Spirit of a mad soldier with a large, brawny physique.
Though he has stifled his panic within the dark confines of his helmet, he rampages as if driven mad when agitated by bloodshed or the humming of insects.
This mad soldier is all that is left of a broken gladiator. Summons mad pumpkin head spirit",goods
1715,Mad Pumpkin Head Ashes +9,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a mad pumpkin head.

Spirit of a mad soldier with a large, brawny physique.
Though he has stifled his panic within the dark confines of his helmet, he rampages as if driven mad when agitated by bloodshed or the humming of insects.
This mad soldier is all that is left of a broken gladiator. Summons mad pumpkin head spirit",goods
1716,Mad Pumpkin Head Ashes +10,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a mad pumpkin head.

Spirit of a mad soldier with a large, brawny physique.
Though he has stifled his panic within the dark confines of his helmet, he rampages as if driven mad when agitated by bloodshed or the humming of insects.
This mad soldier is all that is left of a broken gladiator. Summons mad pumpkin head spirit",goods
1717,Land Squirt Ashes,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three land squirts
Summoning consumes HP rather than FP.

These spirits appear some distance from the summoner.
The firm, fleshy tubes of the creatures remain rooted to the spot, spraying poisonous liquid over their surroundings. Summons three land squirt spirits",goods
1718,Land Squirt Ashes +1,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three land squirts
Summoning consumes HP rather than FP.

These spirits appear some distance from the summoner.
The firm, fleshy tubes of the creatures remain rooted to the spot, spraying poisonous liquid over their surroundings. Summons three land squirt spirits",goods
1719,Land Squirt Ashes +2,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three land squirts
Summoning consumes HP rather than FP.

These spirits appear some distance from the summoner.
The firm, fleshy tubes of the creatures remain rooted to the spot, spraying poisonous liquid over their surroundings. Summons three land squirt spirits",goods
1720,Land Squirt Ashes +3,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three land squirts
Summoning consumes HP rather than FP.

These spirits appear some distance from the summoner.
The firm, fleshy tubes of the creatures remain rooted to the spot, spraying poisonous liquid over their surroundings. Summons three land squirt spirits",goods
1721,Land Squirt Ashes +4,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three land squirts
Summoning consumes HP rather than FP.

These spirits appear some distance from the summoner.
The firm, fleshy tubes of the creatures remain rooted to the spot, spraying poisonous liquid over their surroundings. Summons three land squirt spirits",goods
1722,Land Squirt Ashes +5,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three land squirts
Summoning consumes HP rather than FP.

These spirits appear some distance from the summoner.
The firm, fleshy tubes of the creatures remain rooted to the spot, spraying poisonous liquid over their surroundings. Summons three land squirt spirits",goods
1723,Land Squirt Ashes +6,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three land squirts
Summoning consumes HP rather than FP.

These spirits appear some distance from the summoner.
The firm, fleshy tubes of the creatures remain rooted to the spot, spraying poisonous liquid over their surroundings. Summons three land squirt spirits",goods
1724,Land Squirt Ashes +7,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three land squirts
Summoning consumes HP rather than FP.

These spirits appear some distance from the summoner.
The firm, fleshy tubes of the creatures remain rooted to the spot, spraying poisonous liquid over their surroundings. Summons three land squirt spirits",goods
1725,Land Squirt Ashes +8,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three land squirts
Summoning consumes HP rather than FP.

These spirits appear some distance from the summoner.
The firm, fleshy tubes of the creatures remain rooted to the spot, spraying poisonous liquid over their surroundings. Summons three land squirt spirits",goods
1726,Land Squirt Ashes +9,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three land squirts
Summoning consumes HP rather than FP.

These spirits appear some distance from the summoner.
The firm, fleshy tubes of the creatures remain rooted to the spot, spraying poisonous liquid over their surroundings. Summons three land squirt spirits",goods
1727,Land Squirt Ashes +10,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three land squirts
Summoning consumes HP rather than FP.

These spirits appear some distance from the summoner.
The firm, fleshy tubes of the creatures remain rooted to the spot, spraying poisonous liquid over their surroundings. Summons three land squirt spirits",goods
1728,Miranda Sprout Ashes,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five miranda sprouts.
Summoning consumes HP rather than FP.

Spirits of sweet little miranda flowers, carnivorous blossoms that feed upon human flesh. They creep slowly, scattering toxic pollen.
Vulnerable to fire—do take care of the little darlings. Summons five miranda sprout spirits",goods
1729,Miranda Sprout Ashes +1 ,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five miranda sprouts.
Summoning consumes HP rather than FP.

Spirits of sweet little miranda flowers, carnivorous blossoms that feed upon human flesh. They creep slowly, scattering toxic pollen.
Vulnerable to fire—do take care of the little darlings. Summons five miranda sprout spirits",goods
1730,Miranda Sprout Ashes +2,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five miranda sprouts.
Summoning consumes HP rather than FP.

Spirits of sweet little miranda flowers, carnivorous blossoms that feed upon human flesh. They creep slowly, scattering toxic pollen.
Vulnerable to fire—do take care of the little darlings. Summons five miranda sprout spirits",goods
1731,Miranda Sprout Ashes +3,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five miranda sprouts.
Summoning consumes HP rather than FP.

Spirits of sweet little miranda flowers, carnivorous blossoms that feed upon human flesh. They creep slowly, scattering toxic pollen.
Vulnerable to fire—do take care of the little darlings. Summons five miranda sprout spirits",goods
